table: 24E10B40
	helicopter_snipers_drills | table: 53C62B20
					position | Vector3(-2575, -21875, 6226)
					base_chance | 1
					execute_on_startup | false
					attitude | engage
					ai_group | enemies
				_element_group | ElementSpecialObjective
				_mission_script | table: 53D80B40 (repeat)
				_values_extensions | table: 540F27E0 (empty)
				_editor_name | point_special_objective_015
				_events | table: 540F2840 (empty)
				_id | 100395
			100411 | table: 540F3480
				__name | ElementObjective
				_values | table: 53B52320
					enabled | true
					on_executed | table: 53B52340 (empty)
					objective | bridge_heli_clear
					trigger_times | 0
					execute_on_restart | false
					base_delay | 0
					rotation | Rotation(0, 0, -0)
					position | Vector3(575, -20700, 5925)
					execute_on_startup | false
					sub_objective | none
					state | complete
					debug | false
				_mission_script | table: 53D80B40 (repeat)
				_values_extensions | table: 540F34A0 (empty)
				_editor_name | func_objective_008
				_element_group | ElementObjective
				_id | 100411
			100427 | table: 540F3F00 (repeat)
			100507 | table: 541313A0 (repeat)
			102319 | table: 541D12A0
				__name | ElementSpawnEnemyDummy
				_values | table: 53C61680
					enabled | true
					force_pickup | none
					debug | false
					participate_to_group_ai | true
					trigger_times | 0
					position | Vector3(-1900, -31600, 5646.45)
					execute_on_restart | false
					base_delay | 0
					rotation | Rotation(-135, 0, -0)
					spawn_action | none
					on_executed | table: 53C616A0
						1 | table: 53C616C0
							delay | 0
							id | 102324
					amount | 0
					execute_on_startup | false
					accessibility | any
					interval | 5
					enemy | units/characters/enemies/shield/shield
				_enemy_name | Idstring(@ID0e797bd1e644d628@) --units/characters/enemies/shield/shield
				_id | 102319
				_units | table: 541D1340 (empty)
				_events | table: 541D1360 (empty)
				_mission_script | table: 53D80B40 (repeat)
				_values_extensions | table: 541D12C0 (empty)
				_editor_name | ai_spawn_enemy_172
				_element_group | ElementSpawnEnemyDummy
			102318 | table: 541D11C0
				__name | ElementSpawnEnemyDummy
				_values | table: 53C61600
					enabled | true
					force_pickup | none
					debug | false
					participate_to_group_ai | true
					trigger_times | 0
					position | Vector3(-1832, -31666, 5645.36)
					execute_on_restart | false
					base_delay | 0
					rotation | Rotation(-135, 0, -0)
					spawn_action | none
					on_executed | table: 53C61620
						1 | table: 53C61640
							delay | 0
							id | 102325
					amount | 0
					execute_on_startup | false
					accessibility | any
					interval | 5
					enemy | units/characters/enemies/shield/shield
				_enemy_name | Idstring(@ID0e797bd1e644d628@) --units/characters/enemies/shield/shield
				_id | 102318
				_units | table: 541D1260 (empty)
				_events | table: 541D1280 (empty)
				_mission_script | table: 53D80B40 (repeat)
				_values_extensions | table: 541D11E0 (empty)
				_editor_name | ai_spawn_enemy_171
				_element_group | ElementSpawnEnemyDummy
			102317 | table: 541D0D20 (repeat)
			102316 | table: 541D0C40 (repeat)
			102315 | table: 541D0B60 (repeat)
			102314 | table: 541D0A80 (repeat)
			102313 | table: 541D09A0 (repeat)
			100699 | table: 542D0F00
				__name | ElementPlaySound
				_values | table: 53CF35A0
					enabled | true
					on_executed | table: 53CF35E0 (empty)
					elements | table: 53CF35C0 (empty)
					trigger_times | 0
					execute_on_restart | false
					base_delay | 0
					rotation | Rotation(0, 0, -0)
					sound_event | bri_ban_01x
					append_prefix | false
					execute_on_startup | false
					position | Vector3(-2150, -19350, 5972.01)
					debug | false
				_mission_script | table: 53D80B40 (repeat)
				_values_extensions | table: 542D0F20 (empty)
				_editor_name | point_play_sound_005
				_element_group | ElementPlaySound
				_id | 100699
			100715 | table: 542D0CC0
				__name | ElementSpecialObjectiveTrigger
				_values | table: 53CF3360
					enabled | true
					on_executed | table: 53CF33A0
						1 | table: 53CF33C0
							delay | 1
							id | 101795
					elements | table: 53CF3380
						1 | 101794
					trigger_times | 0
					event | complete
					base_delay | 0
					rotation | Rotation(0, 0, -0)
					position | Vector3(-475, -2850, 5697.57)
					execute_on_startup | false
					debug | false
					execute_on_restart | false
				_mission_script | table: 53D80B40 (repeat)
				_values_extensions | table: 542D0CE0 (empty)
				_editor_name | trigger_special_objective_018
				_element_group | ElementSpecialObjectiveTrigger
				_id | 100715
			102312 | table: 541D08C0 (repeat)
			102279 | table: 541D0740
				__name | ElementToggle
				_values | table: 53C60F20
					enabled | true
					on_executed | table: 53C60F60 (empty)
					elements | table: 53C60F40
						1 | 102272
						2 | 102277
						3 | 102275
						4 | 102274
						5 | 102273
						6 | 102276
						7 | 102278
						8 | 101765
						9 | 102266
					trigger_times | 0
					execute_on_restart | false
					base_delay | 0
					rotation | Rotation(0, 0, -0)
					position | Vector3(1175, -22500, 7900)
					execute_on_startup | false
					toggle | off
					debug | false
				_mission_script | table: 53D80B40 (repeat)
				_values_extensions | table: 541D0760 (empty)
				_editor_name | logic_toggle_068
				_element_group | ElementToggle
				_id | 102279
			102277 | table: 541D05A0
				__name | MissionScriptElement
				_values | table: 53C60E00
					enabled | true
					on_executed | table: 53C60E20
						1 | table: 53C60E40
							delay | 10
							id | 102271
					debug | false
					trigger_times | 0
					execute_on_restart | false
					base_delay | 0
					rotation | Rotation(0, 0, -0)
					position | Vector3(1325, -22650, 7775)
					execute_on_startup | false
				_mission_script | table: 53D80B40 (repeat)
				_values_extensions | table: 541D05C0 (empty)
				_editor_name | logic_link_113
				_element_group | MissionScriptElement
				_id | 102277
			102274 | table: 541D04A0
				__name | MissionScriptElement
				_values | table: 53C60D00
					enabled | true
					on_executed | table: 53C60D20
						1 | table: 53C60D40
							delay | 25
							id | 102271
					debug | false
					trigger_times | 0
					execute_on_restart | false
					base_delay | 0
					rotation | Rotation(0, 0, -0)
					position | Vector3(1325, -22500, 7775)
					execute_on_startup | false
				_mission_script | table: 53D80B40 (repeat)
				_values_extensions | table: 541D04C0 (empty)
				_editor_name | logic_link_111
				_element_group | MissionScriptElement
				_id | 102274
			102276 | table: 541D03A0
				__name | MissionScriptElement
				_values | table: 53C60C00
					enabled | true
					on_executed | table: 53C60C20
						1 | table: 53C60C40
							delay | 5
							id | 102271
					debug | false
					trigger_times | 0
					execute_on_restart | false
					base_delay | 0
					rotation | Rotation(0, 0, -0)
					position | Vector3(1325, -22350, 7775)
					execute_on_startup | false
				_mission_script | table: 53D80B40 (repeat)
				_values_extensions | table: 541D03C0 (empty)
				_editor_name | logic_link_109
				_element_group | MissionScriptElement
				_id | 102276
			100811 | table: 54163D60 (repeat)
			100827 | table: 54180560
				__name | MissionScriptElement
				_values | table: 53BB3DA0
					enabled | true
					on_executed | table: 53BB3DC0
						1 | table: 53BB3DE0
							delay | 0
							id | 100033
						2 | table: 53BB3E00
							delay | 0
							id | 100829
					debug | false
					trigger_times | 0
					execute_on_restart | false
					base_delay | 0
					rotation | Rotation(0, 0, -0)
					position | Vector3(1350, -14000, 6700)
					execute_on_startup | false
				_mission_script | table: 53D80B40 (repeat)
				_values_extensions | table: 54180580 (empty)
				_editor_name | logic_link_052
				_element_group | MissionScriptElement
				_id | 100827
			100843 | table: 54183700
				__name | ElementToggle
				_values | table: 53BF2C60
					enabled | true
					on_executed | table: 53BF2CA0 (empty)
					elements | table: 53BF2C80
						1 | 100841
					trigger_times | 0
					execute_on_restart | false
					base_delay | 0
					rotation | Rotation(0, 0, -0)
					position | Vector3(-1250, -31050, 5775)
					execute_on_startup | false
					toggle | on
					debug | false
				_mission_script | table: 53D80B40 (repeat)
				_values_extensions | table: 54183720 (empty)
				_editor_name | logic_toggle_026
				_element_group | ElementToggle
				_id | 100843
			100859 | table: 54132820 (repeat)
			100875 | table: 54160FC0
				__name | ElementSpawnEnemyDummy
				_values | table: 53BB1A40
					enabled | true
					force_pickup | none
					debug | false
					participate_to_group_ai | true
					trigger_times | 0
					position | Vector3(-498.042, -21061, 5767)
					execute_on_restart | false
					base_delay | 0
					rotation | Rotation(44.9999, -0, -0)
					spawn_action | repel_vert
					on_executed | table: 53BB1A60 (empty)
					amount | 0
					execute_on_startup | false
					accessibility | any
					interval | 5
					enemy | units/characters/enemies/swat/swat
				_enemy_name | Idstring(@ID6a1ac63b209e379a@) --units/characters/enemies/swat/swat
				_id | 100875
				_units | table: 54161060 (empty)
				_events | table: 54161080 (empty)
				_mission_script | table: 53D80B40 (repeat)
				_values_extensions | table: 54160FE0 (empty)
				_editor_name | ai_spawn_enemy_132
				_element_group | ElementSpawnEnemyDummy
			102270 | table: 541D0240
				__name | ElementToggle
				_values | table: 53C60A60
					enabled | true
					on_executed | table: 53C60AC0 (empty)
					elements | table: 53C60A80
						1 | 101624
						2 | 101574
						3 | 101357
					trigger_times | 0
					execute_on_restart | false
					base_delay | 0
					rotation | Rotation(0, 0, -0)
					position | Vector3(825, -22500, 7775)
					execute_on_startup | false
					toggle | off
					debug | false
				_mission_script | table: 53D80B40 (repeat)
				_values_extensions | table: 541D0260 (empty)
				_editor_name | logic_toggle_067
				_element_group | ElementToggle
				_id | 102270
			100907 | table: 541605C0
				__name | ElementPlayEffect
				_values | table: 53BB1420
					enabled | true
					base_time | 0
					debug | false
					effect | effects/particles/dest/bridge_heli_smoke
					trigger_times | 0
					execute_on_restart | false
					base_delay | 0
					rotation | Rotation(0, 0, -0)
					random_time | 0
					position | Vector3(-575, -21075, 5767.34)
					execute_on_startup | false
					screen_space | false
					on_executed | table: 53BB1440 (empty)
					max_amount | 0
				_mission_script | table: 53D80B40 (repeat)
				_values_extensions | table: 541605E0 (empty)
				_editor_name | env_effect_play_012
